1024 215279
0 35 994
0 174 470
0 294 617
0 352 815
0 427 535
0 718 925
0 410 898
0 214 636
0 539 663
0 588 820
0 511 668
0 106 933
0 315 565
0 375 515
0 376 486
0 794 889
0 193 725
0 179 515
0 580 987
0 128 665
0 184 200
0 27 773
0 58 529
0 342 965
0 2 693
0 625 998
0 638 798
0 200 420
0 126 337
0 294 583
0 13 245
0 216 659
0 58 922
0 339 765
0 320 635
0 862 935
0 76 480
0 406 892
0 786 1017
0 966 1021
0 135 410
0 267 508
0 582 972
0 215 863
0 558 714
0 155 639
0 536 759
0 283 400
0 111 996
0 517 722
0 700 958
0 287 804
0 332 771
0 540 551
0 132 994
0 464 719
0 421 703
0 659 785
0 621 1000
0 186 194
0 66 281
0 567 926
0 190 219
0 800 993
0 396 731
0 712 732
0 344 735
0 286 973
0 186 614
0 371 932
0 90 174
0 361 898
0 778 982
0 212 543
0 308 616
0 514 657
0 184 198
0 595 868
0 63 783
0 119 292
0 168 758
0 330 368
0 468 930
0 462 480
0 511 926
0 76 1000
0 103 640
0 217 870
0 199 609
0 139 902
0 567 647
0 655 747
0 532 991
0 58 211
0 649 926
0 393 670
0 674 675
0 451 475
0 207 874
0 128 1023
0 192 628
0 67 462
0 568 620
0 876 979
0 249 268
0 723 795
0 233 628
0 170 484
0 421 975
0 715 973
0 507 528
0 80 605
0 112 172
0 171 755
0 106 663
0 607 802
0 17 707
0 514 826
0 189 955
0 793 971
0 438 990
0 103 670
0 521 549
0 225 638
0 100 137
0 766 891
0 254 627
0 531 634
0 283 433
0 761 936
0 199 651
0 719 845
0 578 822
0 318 342
0 131 711
0 233 979
0 149 315
0 231 433
0 40 873
0 9 861
0 267 483
0 859 928
0 955 957
0 42 627
0 464 583
0 49 97
0 151 333
0 518 816
0 298 417
0 921 1023
0 682 899
0 241 330
0 139 696
0 459 808
0 37 360
0 256 416
0 180 195
0 289 930
0 272 902
0 66 308
0 575 874
0 387 885
0 18 992
0 416 626
0 53 259
0 120 454
0 89 757
0 164 973
0 434 458
0 503 931
0 408 588
0 280 723
0 35 947
0 533 713
0 0 210
0 42 487
0 728 831
0 78 472
0 148 551
0 19 146
0 176 694
0 255 745
0 205 1017
0 296 360
0 146 949
0 175 307
0 152 601
0 427 878
0 598 716
0 267 955
0 160 230
0 341 1022
0 310 645
0 30 192
0 261 595
0 689 702
0 466 831
0 956 1015
0 380 857
0 255 789
0 337 730
0 137 336
0 586 831
0 323 515
0 838 1004
0 423 522
0 823 825
0 494 884
0 45 562
0 345 814
0 634 1005
0 869 934
0 87 486
0 302 768
0 7 264
0 55 779
0 76 315
0 0 809
0 505 885
0 900 909
0 110 836
0 59 511
0 132 379
0 627 956
0 220 604
0 425 782
0 436 525
0 341 819
0 124 134
0 448 474
0 340 1021
0 438 770
0 410 875
0 262 629
0 470 598
0 14 419
0 472 923
0 132 870
0 38 495
0 34 976
0 864 886
0 817 991
0 262 438
0 575 762
0 533 883
0 129 288
0 154 553
0 364 380
0 682 795
0 153 429
0 496 1004
0 52 992
0 313 1009
0 156 839
0 149 314
0 320 609
0 890 925
0 341 936
0 229 368
0 207 548
0 128 777
0 514 793
0 258 758
0 753 792
0 939 975
0 196 317
0 49 287
0 413 919
0 122 297
0 165 253
0 106 727
0 2 662
0 689 981
0 66 320
0 339 800
0 190 980
0 348 381
0 166 715
0 94 778
0 472 561
0 176 1000
0 755 911
0 432 919
0 246 402
1 262 629
0 899 957
0 374 616
0 371 949
0 752 927
0 695 810
0 467 537
0 244 260
0 258 454
0 75 770
0 206 529
0 179 638
0 491 858
0 708 871
0 195 710
0 50 362
0 635 921
0 254 765
0 212 975
0 36 614
0 734 931
0 459 643
0 343 443
0 301 781
0 617 736
0 233 564
0 26 975
0 378 976
0 19 43
0 250 342
0 648 952
0 191 683
0 267 846
0 24 844
0 331 898
0 496 994
0 207 263
0 586 671
0 188 345
0 161 491
0 360 504
0 118 529
0 246 792
0 498 1001
0 315 766
0 717 936
0 329 533
0 118 579
0 115 323
0 783 785
0 16 724
0 50 425
0 295 582
0 69 591
0 374 809
0 704 836
0 331 624
0 38 821
0 349 414
0 459 545
0 107 296
0 781 936
0 402 596
0 598 969
0 470 775
0 870 924
0 328 443
0 867 979
0 219 905
0 24 331
0 209 919
0 613 615
0 169 379
0 65 104
0 220 846
0 494 670
0 138 607
0 78 959
0 668 933
0 614 922
0 523 818
1 434 458
0 317 374
0 877 978
0 268 670
0 69 388
0 736 995
0 108 910
0 24 197
0 529 815
0 156 199
0 795 928
0 408 480
0 169 728
0 483 623
0 227 696
0 366 792
0 369 539
0 146 169
0 185 303
0 204 823
0 137 872
0 81 185
0 166 653
0 222 867
0 119 678
0 144 270
0 423 981
0 337 944
0 76 612
0 331 509
0 374 600
0 116 891
0 225 275
0 85 107
0 215 864
0 494 640
0 480 752
0 935 1010
0 50 61
0 731 735
0 312 585
0 793 905
0 130 479
0 92 328
0 212 923
1 315 766
0 203 694
0 71 706
0 237 799
0 3 584
0 269 704
0 731 1002
0 28 924
0 355 883
0 71 258
0 373 708
0 156 1018
0 8 382
0 337 946
0 467 547
0 168 226
0 36 319
0 686 775
0 96 1009
0 614 852
0 209 846
0 251 313
0 518 781
0 641 662
0 73 584
0 98 379
0 331 367
0 894 977
0 675 883
0 663 696
0 958 990
0 404 637
0 515 998
0 128 888
0 595 964
0 162 361
0 422 801
0 230 706
0 219 239
0 58 596
0 181 786
0 33 315
0 127 705
0 119 832
0 648 925
0 14 231
0 106 519
0 349 544
0 19 819
0 53 461
0 61 738
0 300 902
0 132 663
0 347 1021
0 557 797
0 580 729
0 133 451
0 94 291
0 448 625
0 611 1013
0 63 370
0 719 752
0 525 936
0 307 674
0 256 902
0 285 701
0 323 423
0 473 826
0 384 1014
0 313 845
0 526 784
0 10 805
0 167 646
0 811 998
0 81 265
0 92 228
0 147 441
0 352 886
0 233 841
0 72 492
0 333 935
0 19 776
0 775 965
0 716 962
0 100 595
0 61 522
0 80 671
0 499 997
0 740 766
0 489 997
0 830 984
0 498 980
0 427 820
0 217 806
0 382 586
0 34 896
0 255 805
0 47 520
0 81 574
0 203 217
0 302 708
0 62 573
0 369 856
0 484 913
0 369 627
0 655 909
0 23 895
0 55 99
0 145 806
0 311 536
0 501 911
1 256 416
0 765 867
0 201 254
0 319 868
0 412 999
0 586 986
0 691 904
0 465 474
0 147 858
0 383 851
0 208 696
0 840 913
0 93 632
0 633 801
0 741 979
0 206 582
0 225 938
0 139 892
0 17 408
0 529 708
0 891 898
1 933 996
0 669 695
0 818 973
1 128 888
0 94 949
0 57 269
0 224 663
0 575 799
0 120 546
0 202 608
0 68 99
0 280 874
0 84 395
0 213 920
0 366 941
0 200 335
0 23 897
0 750 829
0 389 418
0 274 355
0 325 424
0 913 1006
0 358 551
0 884 905
0 745 916
0 363 645
0 522 1014
0 119 480
0 114 790
0 464 553
0 553 691
0 134 745
0 331 595
0 192 1016
0 46 326
0 252 426
0 777 897
0 201 332
0 326 608
0 587 866
0 228 428
0 846 927
0 276 299
0 575 616
0 857 898
0 70 656
0 72 917
0 134 932
0 614 808
0 34 877
0 35 327
0 705 721
0 299 877
0 219 894
0 73 433
0 394 946
0 237 801
0 158 981
0 264 421
0 103 1012
1 678 1020
0 325 861
0 605 711
0 920 1016
0 27 85
0 69 260
0 65 462
0 501 1022
0 76 403
0 465 863
0 10 990
0 383 986
0 296 438
0 667 756
0 381 766
0 333 652
0 23 519
0 436 867
0 641 711
0 205 701
0 148 819
0 216 276
0 744 908
0 287 601
0 395 854
0 153 561
0 799 1008
1 166 406
0 336 860
0 95 420
1 84 395
0 130 246
0 229 977
0 846 888
0 511 992
0 474 986
0 99 801
0 252 861
0 127 396
0 258 986
0 272 531
0 494 657
0 147 784
0 148 489
0 285 368
0 528 787
0 435 992
0 184 224
0 256 1002
0 439 479
0 154 720
0 100 981
0 756 858
0 39 131
0 883 1019
0 276 892
0 520 597
0 15 764
0 571 766
0 136 920
0 355 659
0 529 566
0 193 581
0 16 939
0 34 178
0 717 866
0 20 971
0 27 1018
0 355 625
0 252 617
0 546 556
0 551 729
0 106 579
0 579 957
0 779 784
0 265 927
0 445 734
0 71 107
0 982 999
0 80 296
0 212 566
0 151 187
0 817 939
0 8 492
0 292 1008
0 460 603
0 351 426
0 26 635
0 44 806
0 234 786
0 603 674
0 439 975
0 786 929
0 476 920
0 104 218
0 402 780
0 473 485
0 425 795
0 142 1022
0 434 811
0 543 624
0 301 417
0 62 383
0 16 275
0 94 451
0 278 490
0 25 357
0 111 896
0 129 452
0 694 699
0 605 847
0 293 531
0 420 976
0 109 428
0 365 932
0 140 465
0 254 684
0 378 889
0 47 776
0 76 298
0 51 835
0 517 699
0 989 1008
0 226 442
0 539 645
0 138 782
0 627 663
0 218 751
0 244 835
0 245 779
0 352 950
0 531 885
0 349 809
0 57 160
0 35 628
0 511 645
0 47 519
0 511 613
0 183 523
0 649 820
0 159 519
0 90 207
0 230 544
0 230 850
0 80 230
0 109 742
0 512 758
0 542 554
0 699 958
0 188 742
1 24 197
0 523 780
0 860 980
0 563 916
0 149 866
0 397 510
0 336 498
1 132 870
0 99 930
0 201 713
0 36 675
0 331 532
0 236 797
0 100 335
0 618 984
0 112 421
0 860 878
0 459 477
0 213 325
0 168 233
0 303 801
0 531 732
0 298 415
0 88 264
0 88 287
0 36 39
0 717 881
0 471 887
0 54 393
0 74 124
1 531 634
0 145 558
0 701 1023
0 316 384
0 8 909
0 374 539
0 712 856
0 73 578
0 494 843
0 438 529
1 857 898
0 95 365
0 367 556
0 61 811
0 70 231
0 125 533
0 90 98
0 342 905
0 372 536
0 679 1018
0 450 464
0 68 567
0 314 784
0 240 889
0 47 888
0 405 490
0 159 463
0 154 360
0 359 927
0 16 530
1 158 1016
0 543 787
0 656 657
0 43 983
0 276 909
0 11 994
0 240 301
0 220 939
0 458 498
0 132 364
0 125 452
0 291 763
0 708 999
0 21 72
0 18 561
0 361 705
0 562 1021
0 637 1023
0 206 958
0 4 628
0 403 947
0 457 472
0 580 916
0 253 771
0 167 399
0 20 516
0 744 833
0 345 733
1 58 596
0 649 793
0 495 541
0 228 717
0 297 653
1 408 688
0 42 507
0 147 152
0 440 609
0 240 627
0 71 236
0 524 560
1 598 716
0 162 336
0 232 658
0 628 962
0 80 1009
0 423 712
0 270 330
1 423 712
0 246 293
0 252 347
0 667 725
0 17 901
0 462 720
0 667 709
0 196 826
0 34 255
0 291 621
0 74 941
0 86 832
0 161 550
0 112 910
0 175 714
0 229 891
0 610 623
0 184 633
0 929 1000
0 574 972
0 677 728
0 421 495
0 543 816
0 451 946
0 444 540
0 226 796
0 327 352
0 296 584
0 468 590
0 62 900
0 26 205
0 328 439
0 320 890
0 481 878
0 153 377
0 59 372
0 180 718
0 47 367
0 488 543
0 268 501
0 199 781
0 188 852
0 251 859
0 12 560
0 443 837
0 270 670
0 167 737
0 129 402
0 663 900
0 38 760
0 669 732
0 793 978
0 377 570
0 840 842
0 4 452
0 562 826
0 199 757
0 246 954
0 75 285
0 254 427
0 912 977
0 184 323
0 600 768
0 349 748
0 142 715
0 773 797
0 256 840
0 741 750
0 612 843
0 48 907
0 10 694
0 259 762
1 240 627
0 108 1011
0 14 856
0 39 770
0 466 698
0 187 933
0 15 59
0 472 797
0 786 997
0 208 942
0 712 955
0 438 587
0 23 289
0 378 834
0 196 569
0 246 816
0 272 910
0 472 936
1 351 426
0 220 958
0 30 388
0 223 940
0 312 495
0 266 548
0 65 954
0 182 933
0 840 969
0 84 381
0 596 986
0 416 969
0 199 430
0 970 1020
0 371 939
0 554 611
0 748 819
0 346 380
0 169 891
0 532 702
0 113 901
0 296 372
0 204 486
0 720 830
0 433 538
0 459 735
0 11 1006
0 101 680
0 728 1002
0 588 754
0 2 528
0 870 958
0 62 411
0 100 498
0 301 673
0 567 734
0 143 433
0 281 430
0 99 987
0 373 863
0 157 535
0 686 807
0 328 464
0 493 838
0 75 274
0 745 794
0 190 957
0 94 369
0 437 752
0 379 725
0 142 500
0 403 609
0 338 455
0 308 381
0 684 869
0 275 970
0 97 650
0 664 986
0 664 788
0 346 955
0 430 1004
0 561 710
0 825 920
0 150 415
0 451 685
0 360 675
0 111 981
0 211 601
0 322 605
0 332 968
0 338 728
0 198 524
0 756 1003
0 734 866
0 172 822
0 354 467
0 288 899
0 704 832
0 590 808
1 719 845
0 46 648
0 201 917
0 462 941
0 82 167
0 688 1013
0 514 886
0 282 391
0 436 489
0 244 336
0 284 438
0 131 336
0 435 572
0 541 543
0 79 781
0 424 672
0 539 945
0 187 278
0 446 958
0 134 602
0 844 950
0 739 901
0 134 843
0 464 724
0 269 879
0 167 702
0 296 355
0 277 806
0 203 315
0 284 980
0 386 807
0 173 630
0 258 592
0 449 757
0 17 886
0 376 847
0 244 762
0 110 568
0 410 981
0 634 778
0 144 498
0 368 584
0 110 480
0 538 942
0 338 463
0 229 970
0 602 720
0 263 821
0 468 991
0 491 821
0 425 913
0 61 377
0 397 434
0 422 740
0 568 907
0 339 444
0 34 788
0 12 226
0 19 967
0 81 586
0 259 957
0 29 221
0 220 728
0 532 728
0 273 430
0 864 889
0 441 919
0 90 95
0 340 691
0 525 850
0 385 874
0 374 482
0 799 811
0 211 982
0 85 728
0 239 272
0 67 867
1 49 287
0 53 497
0 582 706
0 219 498
0 52 110
1 331 595
0 17 691
0 354 848
0 266 555
0 96 256
0 916 1000
1 103 1012
0 852 975
0 726 835
0 503 904
0 494 903
0 667 888
0 65 209
0 260 589
0 268 935
0 631 834
0 774 789
0 141 632
0 328 335
0 129 837
0 91 591
0 500 1021
0 877 966
0 699 725
0 486 686
0 649 996
0 691 1023
0 118 146
0 638 897
0 533 700
0 440 660
0 754 799
0 156 490
0 22 563
0 140 453
0 641 1017
0 476 668
0 771 968
0 470 539
0 752 909
0 445 835
0 168 463
0 376 584
0 238 297
0 580 738
1 180 718
0 515 853
0 393 757
0 73 396
0 71 436
0 343 834
0 345 753
0 329 476
0 574 747
0 580 859
0 511 794
0 490 966
0 749 869
0 592 794
0 495 556
0 14 678
0 80 623
0 348 646
0 646 838
0 549 598
0 77 377
0 245 838
0 388 682
0 380 661
0 210 503
0 59 790
0 517 585
0 157 973
0 627 1005
0 444 493
0 335 746
0 290 517
0 299 465
0 655 691
0 550 957
0 354 726
0 52 155
0 130 311
0 36 769
0 612 659
0 655 689
0 259 489
0 613 833
0 355 541
0 370 881
0 227 1019
0 197 894
0 261 994
0 449 742
0 567 674
0 111 446
0 657 1019
0 219 246
0 177 878
0 334 738
0 185 241
0 59 275
0 402 586
0 236 866
0 133 996
0 424 701
0 504 670
0 531 634
0 546 647
0 238 261
0 181 340
0 104 286
0 91 574
0 127 270
0 101 358
0 379 531
0 268 444
0 1 408
0 270 798
0 101 605
0 493 1011
0 98 812
1 177 878
0 257 973
0 446 885
0 826 955
0 744 893
0 747 856
0 121 219
0 430 524
0 230 776
0 856 1012
0 751 823
0 531 676
0 150 300
0 490 548
0 565 1011
0 112 982
0 397 592
0 177 501
0 310 461
0 745 991
0 444 564
0 50 979
0 102 350
0 32 212
0 668 750
0 536 702
0 922 992
0 413 607
0 300 606
0 476 651
0 225 290
0 222 771
0 7 637
0 497 839
0 151 493
0 872 923
0 264 609
0 837 873
0 310 412
0 360 900
0 267 463
0 558 823
0 477 653
0 599 701
0 613 846
0 604 810
0 318 400
0 28 539
0 159 558
0 342 816
0 656 699
0 3 752
0 574 772
0 545 554
0 492 609
0 326 797
0 215 295
0 176 739
0 353 445
0 265 409
0 47 371
0 146 639
0 574 631
0 282 753
0 161 554
0 772 879
0 29 63
0 622 667
0 97 484
0 20 347
0 194 613
0 507 624
0 226 529
0 519 556
0 113 541
0 976 985
0 479 718
0 480 734
0 454 1015
0 567 1010
0 199 448
0 593 786
0 452 528
0 15 822
0 286 934
0 174 614
0 989 1003
0 512 686
0 262 1006
0 507 957
0 68 230
0 766 1014
0 65 1020
0 690 784
0 182 627
0 17 922
0 330 516
0 51 104
0 379 892
0 140 512
0 740 758
0 136 200
0 392 966
0 408 885
0 201 609
0 272 631
0 460 918
0 910 966
0 223 285
0 136 764
0 57 153
0 361 957
0 54 545
0 9 895
0 632 822
0 816 890
0 304 531
0 22 427
0 163 612
0 53 298
0 141 863
0 766 874
1 204 486
0 331 851
0 49 720
0 263 933
0 259 962
0 710 977
0 394 919
0 236 397
0 123 635
0 498 646
0 708 734
0 613 650
0 113 589
0 63 949
0 312 565
0 461 841
0 678 945
0 19 185
0 836 963
0 146 397
0 404 577
0 5 701
0 384 942
0 360 694
0 44 461
0 9 15
0 242 315
0 301 658
1 394 919
0 211 443
0 453 747
0 581 968
0 715 1019
0 267 917
0 379 517
1 80 230
0 334 536
0 450 864
0 533 942
0 680 821
0 141 784
0 734 867
0 500 794
0 417 797
0 493 888
1 212 923
0 728 879
0 597 970
0 822 824
1 754 1021
0 65 820
0 99 506
0 287 446
0 278 528
0 151 403
0 508 561
0 17 689
0 407 909
0 157 780
0 468 726
0 449 723
0 387 550
0 262 691
0 622 840
0 338 743
0 47 252
0 32 629
0 35 266
0 453 833
0 513 879
0 519 783
0 414 994
0 552 612
0 210 844
0 525 814
0 414 694
0 223 1023
0 163 542
0 308 1021
0 447 627
0 227 1010
0 517 928
0 340 982
0 452 987
0 813 912
0 518 546
1 36 39
0 729 792
0 141 309
0 48 253
0 313 648
0 816 893
0 80 174
0 720 747
0 109 246
0 97 172
0 757 962
1 266 548
0 250 696
0 494 658
0 269 548
0 377 771
0 81 625
0 382 550
0 13 682
0 273 895
0 863 880
0 189 571
1 328 464
0 164 317
1 286 973
0 77 84
0 434 633
0 543 579
0 34 368
0 204 287
1 874 1008
0 655 938
0 54 890
0 545 698
0 210 436
0 92 829
0 90 892
0 458 905
0 227 908
0 42 163
0 785 1006
0 91 680
0 262 608
0 219 902
0 3 652
0 269 750
0 401 788
1 99 881
0 726 767
0 536 630
0 802 826
0 199 660
0 312 1004
0 400 836
0 390 590
1 65 1020
0 104 945
0 337 539
0 781 874
0 294 761
0 167 709
0 174 216
1 349 414
0 770 889
0 24 930
0 102 409
0 500 510
0 17 39
0 354 990
0 412 769
0 230 496
0 39 187
0 476 673
0 222 803
0 129 654
0 84 819
0 198 629
0 22 803
0 475 706
0 500 524
0 183 519
0 485 492
0 613 1001
0 128 792
0 61 586
0 478 924
0 180 527
0 124 541
0 297 986
0 429 474
0 350 980
0 337 866
0 55 715
0 44 954
0 302 365
0 119 661
0 497 786
0 14 39
0 482 794
0 20 97
0 159 458
0 60 356
0 243 555
1 212 566
0 385 438
0 161 802
0 441 782
0 264 811
0 25 618
1 219 239
0 149 642
0 253 361
0 128 651
0 74 837
0 470 495
0 30 736
0 140 660
0 694 838
0 457 588
0 633 845
0 205 349
0 899 990
1 30 192
0 72 518
0 515 747
0 117 180
0 255 292
0 265 294
0 49 1022
0 241 584
1 209 761
0 701 961
0 266 666
0 68 330
0 95 844
0 360 450
0 157 271
0 930 967
0 92 874
0 168 243
0 207 335
0 401 790
0 68 69
0 40 260
0 340 575
0 585 598
0 463 509
0 402 943
0 188 410
0 222 990
1 244 539
0 183 555
0 36 1011
0 906 923
0 205 954
0 272 443
1 338 728
0 565 977
0 19 669
0 308 591
0 211 940
1 387 550
0 42 642
0 188 863
0 213 830
0 823 992
0 105 476
0 40 645
0 251 608
0 46 851
0 169 802
0 476 715
0 451 966
0 165 896
0 502 697
0 8 932
0 55 557
1 47 888
0 348 827
0 29 837
0 717 908
0 102 904
0 133 1013
0 455 807
0 107 473
0 245 841
0 257 459
0 435 799
0 264 388
0 12 130
1 862 935
0 84 289
0 280 868
0 259 664
0 3 530
0 397 831
0 674 752
0 241 306
0 688 712
0 123 720
0 58 66
0 355 474
0 301 389
0 311 589
0 727 942
1 76 425
0 552 705
0 403 622
0 229 753
0 681 1001
0 719 767
0 117 974
0 228 610
0 241 956
0 436 777
0 415 963
0 341 626
0 345 466
0 266 934
0 792 824
0 329 949
0 45 821
0 259 712
0 250 735
0 336 778
0 795 976
0 23 971
0 230 495
0 166 394
0 498 940
0 206 297
0 95 629
0 657 1016
0 430 600
0 224 611
0 237 317
0 646 899
0 115 245
0 811 952
0 141 695
0 81 989
0 396 622
0 686 710
0 142 724
0 57 101
0 216 331
0 153 1001
0 106 169
0 460 880
0 242 911
0 287 942
0 121 325
0 189 629
0 162 317
0 892 1007
0 283 799
0 420 825
0 113 893
0 409 671
0 885 971
0 369 403
0 147 192
0 518 647
0 131 846
0 781 1006
0 194 442
0 57 216
0 277 686
0 199 534
0 549 703
0 939 1015
0 294 762
0 423 927
0 755 855
0 158 396
0 533 1012
0 378 828
0 860 1017
0 321 559
0 214 615
0 58 1017
0 57 502
0 153 775
0 133 391
0 287 785
1 139 902
0 646 684
1 618 984
0 728 741
0 824 958
0 41 588
0 35 515
0 417 751
0 605 720
0 320 429
0 91 458
0 171 327
0 466 977
0 24 852
0 240 756
0 805 836
0 89 807
0 368 583
0 627 908
0 623 716
0 18 900
0 18 50
0 76 326
0 163 191
0 9 450
0 115 814
0 725 972
0 660 834
0 560 866
0 430 536
0 493 566
0 72 953
0 814 907
0 158 292
0 216 469
0 719 1021
0 43 407
1 328 443
0 150 963
0 63 866
0 355 504
0 680 739
0 506 516
0 254 645
0 511 801
0 78 873
0 614 711
0 111 599
0 332 979
0 108 265
0 287 822
0 168 997
0 219 435
0 408 683
1 165 572
0 143 493
0 3 645
0 26 841
0 182 762
0 385 680
0 38 350
0 283 974
0 844 915
0 407 522
0 374 673
0 163 288
0 236 566
0 51 1017
0 100 336
0 178 745
0 415 570
0 583 789
0 818 983
0 151 516
0 763 966
0 598 959
0 531 875
0 12 250
0 786 882
0 239 750
0 573 725
1 47 371
0 529 588
0 180 232
0 240 719
0 241 313
0 479 825
0 286 659
0 482 680
0 623 943
0 621 860
0 155 985
0 869 927
0 665 869
0 501 548
0 644 917
1 136 920
0 49 722
0 855 913
0 234 599
0 81 362
0 139 970
0 793 858
0 116 592
0 390 722
0 400 967
0 375 448
0 6 460
0 109 320
0 218 920
0 635 969
0 238 860
0 735 997
0 328 358
0 486 616
0 116 690
0 146 672
0 282 1002
0 142 895
1 680 821
0 2 9
0 220 749
0 662 686
0 243 530
0 15 56
0 351 913
0 350 921
0 182 283
0 20 158
0 322 890
0 42 419
0 570 656
0 511 570
0 506 616
0 393 702
1 384 1014
0 510 955
0 505 742
0 594 931
0 337 388
0 253 875
0 262 967
0 85 425
0 200 561
0 398 577
0 383 672
0 585 689
0 33 346
0 789 889
0 101 740
0 241 988
0 2 193
0 317 804
0 175 803
0 139 258
0 168 179
0 297 888
0 43 120
0 129 728
0 229 873
0 110 726
0 292 597
0 334 1023
0 757 948
0 122 588
0 236 941
0 625 1006
0 476 606
0 453 542
0 3 329
0 285 696
0 713 841
0 525 720
0 420 862
0 297 861
0 795 988
0 178 477
0 50 931
0 296 597
0 280 597
0 416 799
0 590 770
0 57 739
0 358 897
0 340 814
0 497 663
0 575 666
0 286 697
0 160 979
0 164 570
0 378 447
0 183 279
0 426 473
0 118 383
0 39 226
0 163 951
0 38 886
0 97 894
0 39 852
0 158 808
0 599 831
0 756 838
0 18 1008
0 459 559
0 353 392
0 583 643
0 489 799
1 254 627
0 101 217
0 332 802
0 462 1014
0 60 894
0 356 814
0 676 856
0 142 863
0 581 849
0 746 870
1 453 747
0 63 374
0 160 784
0 21 572
0 201 585
0 520 649
0 117 277
0 329 719
0 218 797
0 204 486
0 229 555
1 100 137
0 353 871
0 746 842
0 751 870
0 573 603
0 179 586
0 652 880
0 188 414
0 242 325
0 226 948
0 8 119
0 826 994
1 328 354
0 507 839
0 6 630
0 503 986
0 293 733
0 202 205
0 255 609
0 451 537
0 207 288
0 45 239
0 59 961
0 291 728
0 385 753
0 486 902
0 32 278
0 335 460
0 684 703
0 109 910
0 246 432
0 210 464
0 439 800
0 377 559
0 436 846
1 267 955
0 654 670
0 305 912
0 183 789
0 250 625
0 428 609
0 347 388
0 895 965
0 5 707
0 442 447
0 566 682
1 393 670
0 137 843
0 181 305
0 127 816
0 220 843
0 80 614
0 774 938
0 113 637
0 28 451
0 382 964
0 358 920
0 224 455
0 191 926
0 172 485
0 115 640
0 800 996
0 343 934
0 10 189
0 297 771
0 147 619
0 781 848
0 548 977
0 260 715
0 342 705
0 110 381
0 333 1003
